instant,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
939,3,24.0,1,9,6842.0,4,2,2.0,3,2,4.0,1,46.0,1,1,2.0,0,2.0,1,1,1
940,3,12.0,3,4,3527.0,4,1,2.0,3,2,3.0,1,45.0,1,1,1.0,0,2.0,1,1,1
941,3,10.0,3,4,1546.0,1,2,3.0,3,2,2.0,3,31.0,1,1,1.0,3,2.0,0,0,1
942,3,24.0,3,3,929.0,4,3,4.0,3,2,2.0,0,31.0,2,1,1.0,1,1.0,1,1,1
943,3,4.0,1,4,1455.0,1,3,2.0,3,2,1.0,3,42.0,1,1,3.0,3,2.0,0,1,1
944,1,15.0,3,3,1845.0,1,1,4.0,0,1,1.0,1,46.0,1,2,1.0,1,1.0,0,1,1
945,2,48.0,4,4,8358.0,3,1,1.0,0,2,1.0,0,30.0,1,1,2.0,1,1.0,0,1,1
946,1,24.0,0,3,3349.0,3,1,4.0,3,2,4.0,2,30.0,1,0,1.0,1,2.0,1,1,0
947,3,12.0,3,4,2859.0,4,4,4.0,3,2,4.0,2,38.0,1,1,1.0,0,1.0,1,1,1
948,3,18.0,3,3,1533.0,1,1,4.0,2,0,1.0,1,43.0,1,1,1.0,3,2.0,0,1,0
949,3,24.0,3,6,3621.0,2,0,2.0,3,2,4.0,0,31.0,1,1,2.0,1,1.0,0,1,0
950,2,18.0,1,0,3590.0,1,4,3.0,2,2,3.0,0,40.0,1,1,3.0,2,2.0,1,1,1
951,1,36.0,2,0,2145.0,1,3,2.0,3,2,1.0,0,24.0,1,1,2.0,1,1.0,1,1,0
952,2,24.0,3,9,4113.0,3,1,3.0,0,2,4.0,0,28.0,1,2,1.0,1,1.0,0,1,0
953,3,36.0,3,3,10974.0,1,4,4.0,0,2,2.0,0,26.0,1,1,2.0,0,1.0,1,1,0
954,1,12.0,3,4,1893.0,1,2,4.0,0,1,4.0,1,29.0,1,1,1.0,1,1.0,1,1,1
955,1,24.0,1,6,1231.0,0,0,4.0,0,2,4.0,1,57.0,1,2,2.0,0,1.0,1,1,1
956,0,30.0,1,6,3656.0,4,0,4.0,3,2,4.0,1,49.0,2,1,2.0,3,1.0,0,1,1
957,2,9.0,1,6,1154.0,1,0,2.0,3,2,4.0,3,37.0,1,1,3.0,3,1.0,0,1,1
958,1,28.0,3,4,4006.0,1,2,3.0,3,2,2.0,0,45.0,1,1,1.0,3,1.0,0,1,0
959,2,24.0,3,3,3069.0,2,0,4.0,3,2,4.0,2,30.0,1,0,1.0,1,1.0,0,1,1
960,3,6.0,1,6,1740.0,1,0,2.0,2,2,2.0,3,30.0,1,2,2.0,1,1.0,0,1,1
961,2,21.0,2,4,2353.0,1,2,1.0,1,2,4.0,1,47.0,1,1,2.0,1,1.0,0,1,1
962,3,15.0,3,4,3556.0,4,2,3.0,3,2,2.0,2,29.0,1,1,1.0,1,1.0,0,1,1
963,3,24.0,3,6,2397.0,3,0,3.0,3,2,2.0,0,35.0,0,1,2.0,1,1.0,1,1,0
964,2,6.0,3,7,454.0,1,1,3.0,2,2,1.0,1,22.0,1,1,1.0,3,1.0,0,1,1
965,2,30.0,3,6,1715.0,4,2,4.0,0,2,1.0,0,26.0,1,1,1.0,1,1.0,0,1,1
966,2,27.0,1,6,2520.0,3,2,4.0,3,2,2.0,1,23.0,1,1,2.0,3,1.0,0,1,0
967,3,15.0,3,6,3568.0,1,0,4.0,0,2,2.0,0,54.0,0,2,1.0,0,1.0,1,1,1
968,3,42.0,3,6,7166.0,4,3,2.0,2,2,4.0,1,29.0,1,2,1.0,1,1.0,1,1,1
969,1,11.0,1,4,3939.0,1,2,1.0,3,2,2.0,3,40.0,1,1,2.0,3,2.0,0,1,1
970,2,15.0,3,7,1514.0,2,2,4.0,3,1,2.0,3,22.0,1,1,1.0,1,1.0,0,1,1
971,3,24.0,3,4,7393.0,1,2,1.0,3,2,4.0,1,43.0,1,1,1.0,3,2.0,0,1,1
972,1,24.0,0,4,1193.0,1,4,1.0,0,0,4.0,2,29.0,1,2,2.0,2,1.0,0,1,0
973,1,60.0,3,0,7297.0,1,0,4.0,3,0,4.0,2,36.0,1,2,1.0,1,1.0,0,1,0
974,3,30.0,1,6,2831.0,1,2,4.0,0,2,2.0,0,33.0,1,1,1.0,1,1.0,1,1,1
975,0,24.0,3,6,1258.0,3,2,3.0,0,2,3.0,0,57.0,1,1,1.0,3,1.0,0,1,1
976,2,6.0,3,6,753.0,1,2,2.0,0,1,3.0,3,64.0,1,1,1.0,1,1.0,0,1,1
977,2,18.0,2,0,2427.0,4,0,4.0,3,2,2.0,1,42.0,1,1,2.0,1,1.0,0,1,1
978,3,24.0,2,4,2538.0,1,0,4.0,3,2,4.0,0,47.0,1,1,2.0,3,2.0,0,1,0
979,2,15.0,0,4,1264.0,2,2,2.0,2,2,2.0,1,25.0,1,2,1.0,1,1.0,0,1,0
980,2,30.0,1,3,8386.0,1,3,2.0,3,2,2.0,1,49.0,1,1,1.0,1,1.0,0,1,0
981,3,48.0,3,0,4844.0,1,4,3.0,3,2,2.0,0,33.0,0,2,1.0,0,1.0,1,1,0
982,0,21.0,3,4,2923.0,2,2,1.0,0,2,1.0,0,28.0,0,1,1.0,0,1.0,1,1,1
983,1,36.0,3,9,8229.0,1,2,2.0,3,2,2.0,1,26.0,1,1,1.0,1,2.0,0,1,0
984,3,24.0,1,3,2028.0,1,3,2.0,3,2,2.0,1,30.0,1,1,2.0,3,1.0,0,1,1
985,1,15.0,1,3,1433.0,1,2,4.0,0,2,3.0,1,25.0,1,2,2.0,1,1.0,0,1,1
986,0,42.0,4,0,6289.0,1,1,2.0,1,2,1.0,1,33.0,1,1,2.0,1,1.0,0,1,1
987,3,13.0,3,6,1409.0,2,4,2.0,0,2,4.0,3,64.0,1,1,1.0,1,1.0,0,1,1
988,1,24.0,3,9,6579.0,1,4,4.0,3,2,2.0,2,29.0,1,0,1.0,0,1.0,1,1,1
989,2,24.0,1,6,1743.0,1,0,4.0,3,2,2.0,1,48.0,1,1,2.0,3,1.0,0,1,1
990,3,12.0,1,2,3565.0,4,1,2.0,3,2,1.0,1,37.0,1,1,2.0,3,2.0,0,1,1
991,3,15.0,0,6,1569.0,2,0,4.0,3,2,4.0,0,34.0,0,1,1.0,3,2.0,0,1,1
992,1,18.0,3,6,1936.0,4,3,2.0,2,2,4.0,0,23.0,1,2,2.0,3,1.0,0,1,1
993,1,36.0,3,3,3959.0,1,4,4.0,3,2,3.0,1,30.0,1,1,1.0,0,1.0,1,1,1
994,3,12.0,3,4,2390.0,4,0,4.0,3,2,3.0,0,50.0,1,1,1.0,1,1.0,1,1,1
995,3,12.0,3,3,1736.0,1,3,3.0,0,2,4.0,3,31.0,1,1,1.0,3,1.0,0,1,1
996,1,30.0,3,9,3857.0,1,2,4.0,1,2,4.0,1,40.0,1,1,1.0,0,1.0,1,1,1
997,3,12.0,3,6,804.0,1,0,4.0,3,2,4.0,0,38.0,1,1,1.0,1,1.0,0,1,1
998,1,45.0,3,6,1845.0,1,2,4.0,3,2,4.0,2,23.0,1,0,1.0,1,1.0,1,1,0
999,2,45.0,1,9,4576.0,2,4,3.0,3,2,4.0,0,27.0,1,1,1.0,1,1.0,0,1,1
